,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,logo,course_organization_img,course_title_img
554,Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",SPECIALIZATION,4.6,Beginner,80k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://spanishwithtati.com/wp-content/uploads/2021/01/Basic-Spanish-Words-1.png
555,Learn to Program: The Fundamentals,University of Toronto,COURSE,4.8,Beginner,180k,,https://download.logo.wine/logo/University_of_Toronto/University_of_Toronto-Logo.wine.png,https://coursetime.net/wp-content/uploads/2021/02/IMG_20210224_212732_880-1024x576.jpg
556,Learn to Speak Korean 1,Yonsei University,COURSE,4.9,Beginner,120k,,https://s3.ap-south-1.amazonaws.com/leverageedu/school-logo/korea-south/2019-12-14_54_YonseiUniversityEmblem.svg.png,https://i.pinimg.com/originals/b0/d2/45/b0d24545c1b9dca843f98e680f7123d4.jpg
557,Learning to Teach Online,UNSW Sydney (The University of New South Wales),COURSE,4.7,Beginner,68k,,https://egans.com.au/wp-content/uploads/2018/03/UNSW-Sydney-logo.png,https://news.cgtn.com/news/2020-10-10/Overcoming-the-digital-divide-in-online-education-UtQ3NUNOM0/img/60e933395aef48f2a3e77d7962aa7ec4/60e933395aef48f2a3e77d7962aa7ec4.jpeg
558,Legal Tech & Startups,IE Business School,COURSE,4.5,Intermediate,7.2k,,https://yt3.ggpht.com/a/AGF-l7-kt9DMg6BYTVdocybs_Fay42FvLsllppbBYw=s900-c-k-c0xffffffff-no-rj-mo,https://itchronicles.com/wp-content/uploads/2021/03/legal-tech-startups.jpg
559,Les Fondamentaux de la Négociation,ESSEC Business School,COURSE,4.7,Beginner,10k,,https://www.capitainestudy.fr/wp-content/uploads/2020/09/essec-logo-scaled.jpg,https://www.esf-scienceshumaines.fr/245-large_default/fondamentaux-de-la-negociation-les.jpg
560,Liderazgo efectivo para el siglo XXI,Universidad de los Andes,SPECIALIZATION,4.8,Intermediate,23k,,http://revistaeducacionvirtual.com/wp-content/uploads/2016/09/universidad-de-los-andes-logo.png,https://image.slidesharecdn.com/liderazgoefectivosigloxxi-110722121340-phpapp01/95/liderazgo-efectivo-sigloxxi-2-728.jpg?cb=1311336887
561,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,COURSE,4.6,Mixed,29k,,https://logos-download.com/wp-content/uploads/2020/06/Georgia_Institute_of_Technology_Logo_black_text.png,https://i.stack.imgur.com/6Vnj6.png
562,Love as a Force for Social Justice,Stanford University,COURSE,4.7,Beginner,14k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://online.stanford.edu/sites/default/files/styles/widescreen_tiny/public/2018-03/human-rights-natural-social-sciences-humanities-love-force-social-justice_sohs-y0004.jpg?h=ae1281eb&itok=EzxbyGex
563,Machine Learning,University of Washington,SPECIALIZATION,4.6,Intermediate,290k,,http://www.ranklogos.com/wp-content/uploads/2012/06/university-of-washington.gif,https://www.nag.com/sites/default/files/styles/banner/public/2020-08/machine-learning.jpeg?itok=4WFu3LAS
564,Machine Learning,Stanford University,COURSE,4.9,Mixed,3.2m,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,https://www.nag.com/sites/default/files/styles/banner/public/2020-08/machine-learning.jpeg?itok=4WFu3LAS
565,Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.6,Mixed,240k,,http://www.ranklogos.com/wp-content/uploads/2012/06/university-of-washington.gif,https://opengraph.githubassets.com/520cb49c11c463bf58279081192790edaa1bf03ef258d8a194172a8293337a2a/dontless/Machine-Learning-Foundations-A-Case-Study-Approach
566,Machine Learning and Reinforcement Learning in Finance,New York University,SPECIALIZATION,3.7,Intermediate,29k,,https://logos-download.com/wp-content/uploads/2021/01/New_York_University_Logo_nyu-1414x2048.png,https://opengraph.githubassets.com/e45844324d90f064d14bdc9f67d50480ca7dfb4f65bb4e9978629a983a5cca97/Ahmed0028/Machine-Learning-and-Reinforcement-Learning-in-Finance-Specialization
567,Machine Learning for All,University of London,COURSE,4.6,Beginner,19k,,https://yt3.ggpht.com/a-/AAuE7mDynVn9qMbvuXSoAG8vKYhCJBD3eAtnM2p4Uw=s900-mo-c-c0xffffffff-rj-k-no,https://www.nag.com/sites/default/files/styles/banner/public/2020-08/machine-learning.jpeg?itok=4WFu3LAS
568,Machine Learning for Business Professionals,Google Cloud,COURSE,4.6,Intermediate,58k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://o4af.com/wp-content/uploads/2020/05/machine-learning.gif
569,Machine Learning for Trading,Google Cloud,SPECIALIZATION,3.9,Intermediate,15k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://i5.walmartimages.com/asr/5e8c7ca7-44c2-49d9-a3de-2426ce1864e5.8fdb6781f30233b69c8764619bb773f0.jpeg?odnWidth=612&odnHeight=612&odnBg=ffffff
570,Machine Learning with Python,IBM,COURSE,4.7,Intermediate,120k,,https://purepng.com/public/uploads/large/purepng.com-ibm-logologobrand-logoiconslogos-251519939176ka7y8.png,https://machinelearningknowledge.ai/wp-content/uploads/2019/04/Python-Libraries-for-Machine-Learning.png
571,Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Intermediate,72k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://i.pinimg.com/originals/e7/a7/7a/e7a77ab32b5dc598824715273efd2911.png
572,Magic in the Middle Ages,Universitat de Barcelona,COURSE,4.6,Beginner,78k,,http://brandemia.org/sites/default/files/logo_universidad_barcelona_nuevo.jpg,https://i.ebayimg.com/images/g/zhIAAOSwiDFYPQMJ/s-l640.jpg
573,Making Architecture,IE School of Architecture & Design,COURSE,4.7,Beginner,43k,,https://www.ie.edu/IE/site/php/images/new/04_Architecture_H.png,https://cdn8.openculture.com/2021/05/23004719/marking-architecture.jpeg
574,Management of Fashion and Luxury Companies,Università Bocconi,COURSE,4.7,Mixed,120k,,http://www.gltfoundation.com/wp-content/uploads/2017/09/bocconi_1.png,https://images-na.ssl-images-amazon.com/images/I/51Mm0cVBqhL._SS300_.jpg
575,Managerial Accounting Fundamentals,University of Virginia,COURSE,4.9,Beginner,11k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Virginia_logo_blue.png,https://image4.slideserve.com/40948/fundamentals-of-managerial-accounting-n.jpg
576,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,55k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://www.pearsonhighered.com/assets/bigcovers/0/2/7/3/0273646281.jpg
577,Managing Innovation and Design Thinking,HEC Paris,SPECIALIZATION,4.7,Beginner,23k,,http://blog.goulvestre.com/wp-content/uploads/2012/10/logo-hec-paris.jpg,https://i.pinimg.com/originals/4d/47/a7/4d47a7f9f9cfc02bfcd163155709f8e8.jpg
578,Managing Project Risks and Changes,"University of California, Irvine",COURSE,4.7,Mixed,71k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://i.pinimg.com/originals/c4/a5/ec/c4a5ec4c79b5d9cd3f693c09208f1a29.jpg
579,Managing Social and Human Capital,University of Pennsylvania,COURSE,4.5,Beginner,27k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f5/2d6dd064a711e68088d387d6e32b49/HiRes.jpg
580,Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,COURSE,4.6,Beginner,47k,,https://download.logo.wine/logo/University_of_Toronto/University_of_Toronto-Logo.wine.png,https://wp02-media.cdn.ihealthspot.com/wp-content/uploads/sites/263/2019/09/27004252/iStock-1147930007.jpg
581,Market Research,"University of California, Davis",SPECIALIZATION,4.5,Beginner,22k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://businesstips.ph/wp-content/uploads/2018/06/marketing-research.jpg
582,Marketing Digital,Universidade de São Paulo,COURSE,4.8,Beginner,81k,,http://www.scs.usp.br/identidadevisual/wp-content/uploads/universidade-sao-paulo-USP.png,https://ganardinerotips.com/wp-content/uploads/2020/11/Marketing-Digital.jpg
583,Marketing Digital,Universidad Austral,SPECIALIZATION,4.7,Beginner,39k,,https://www.austral.edu.ar/impactoaustral/wp-content/uploads/2020/01/logo-vertical-5000px.png,https://ganardinerotips.com/wp-content/uploads/2020/11/Marketing-Digital.jpg
584,Marketing Gerencial,Universidad de Chile,COURSE,4.7,Intermediate,49k,,https://logos-download.com/wp-content/uploads/2017/11/Universidad_de_Chile-_logo.png,https://1.bp.blogspot.com/-S2nsok-pOIs/Ws-ihZFfTPI/AAAAAAAAT_k/iUxfG4Nit4MoVwXM5SHAnUqJ_Sqn6URmACLcBGAs/s1600/marketing%2Bgerencial%2Bcurso%2Bonline%2Bgratis.jpg
585,Marketing Mix Implementation,IE Business School,SPECIALIZATION,4.6,Beginner,93k,,https://yt3.ggpht.com/a/AGF-l7-kt9DMg6BYTVdocybs_Fay42FvLsllppbBYw=s900-c-k-c0xffffffff-no-rj-mo,https://www.marketing91.com/wp-content/uploads/2015/07/The-Marketing-Mix-1.jpg
586,Marketing Strategy,IE Business School,SPECIALIZATION,4.4,Beginner,57k,,https://yt3.ggpht.com/a/AGF-l7-kt9DMg6BYTVdocybs_Fay42FvLsllppbBYw=s900-c-k-c0xffffffff-no-rj-mo,https://blog.thomasnet.com/hubfs/Marketing-Strategy.jpg#keepProtocol
587,Marketing Verde,Universidad de los Andes,COURSE,4.8,Mixed,58k,,http://revistaeducacionvirtual.com/wp-content/uploads/2016/09/universidad-de-los-andes-logo.png,https://ecoassist.com.br/wp-content/uploads/2020/01/marketing-verde.jpg
588,Marketing con Redes Sociales,Tecnológico de Monterrey,SPECIALIZATION,4.4,Intermediate,60k,,http://www.brandemia.org/sites/default/files/sites/default/files/tec_monterrey_nuevo_logo.png,https://www.grafikaweb.com/wp-content/uploads/2020/05/redesocialesimagen.jpg
589,Marketing in a Digital World,University of Illinois at Urbana-Champaign,COURSE,4.7,Beginner,310k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://seniormarketsales.com/default/assets/Image/marketing-in-a-digital-(VIMEO).jpg
590,Mastering Data Analysis in Excel,Duke University,COURSE,4.2,Mixed,280k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://www.globaledulink.co.uk/wp-content/uploads/2017/06/Mastering-Data-Analysis-with-Excel-copy.jpg
591,Mastering Final Cut Pro,LearnQuest,COURSE,4.6,Beginner,8.4k,,https://biz.prlog.org/LearnQuest/logo.png,https://fcpaudio.co.uk/wp-content/uploads/2018/03/LESSON-102-full-screen.jpg
592,Mastering Software Development in R,Johns Hopkins University,SPECIALIZATION,4.3,Beginner,52k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://sanet.pics/storage-5/0219/I05i8WJfKqiM4tWN2FKjlLRx9HeXugud.jpg
593,Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",COURSE,4.7,Mixed,48k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://i.pinimg.com/originals/ea/9f/ee/ea9feee91ea884120e132778165cdecf.png
594,Mathematics for Data Science,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,12k,,http://icef.hse.ru/data/2014/05/30/1325381522/1logo_hse_NEW.jpg,https://editor.analyticsvidhya.com/uploads/21319typesofmath.png
595,Mathematics for Machine Learning,Imperial College London,SPECIALIZATION,4.6,Beginner,150k,,https://logos-download.com/wp-content/uploads/2020/06/Imperial_College_London_Logo.png,https://blackwells.co.uk/jacket/l/9781108455145.jpg
596,Mathematics for Machine Learning: Linear Algebra,Imperial College London,COURSE,4.7,Beginner,140k,,https://logos-download.com/wp-content/uploads/2020/06/Imperial_College_London_Logo.png,https://lh6.googleusercontent.com/VkO0X3wci1WEPPQOb6Hzr9k_WZ_wUXSRovYWQx1PnIBNNL03WCumJD5MIdYPOi92XTSI7xrEKoFymw71LRL0_Ds1X6pSEVpMgPEgiVbplNeQQM1O3OrqscN8Z7bBq-chiG9Ufejf0z7C5zFAAA
597,Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,COURSE,4.7,Beginner,51k,,https://logos-download.com/wp-content/uploads/2020/06/Imperial_College_London_Logo.png,https://datafloq.com/wp-content/uploads/2022/09/mathematics-for-machine-learning-multivariate-calculus-img.jpg
598,Mathematics for Machine Learning: PCA,Imperial College London,COURSE,4.0,Intermediate,33k,,https://logos-download.com/wp-content/uploads/2020/06/Imperial_College_London_Logo.png,https://blackwells.co.uk/jacket/l/9781108455145.jpg
599,Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,SPECIALIZATION,4.8,Beginner,4.8k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,https://cbdoileco.com/wp-content/uploads/2020/06/CBD-vs-THC-1024x1024.jpg
600,Medical Neuroscience,Duke University,COURSE,4.9,Advanced,170k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,"https://images-na.ssl-images-amazon.com/images/I/412QW1G0RHL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
601,Memoir and Personal Essay: Write About Yourself,Wesleyan University,SPECIALIZATION,4.3,Beginner,13k,,https://www.onlinepsychologydegree.info/wp-content/uploads/2019/11/wesleyan-university.jpg,https://templatelab.com/wp-content/uploads/2018/05/Autobiography-Template-27.jpg
602,Methods and Statistics in Social Sciences,University of Amsterdam,SPECIALIZATION,4.6,Beginner,260k,,https://www.shorttermprograms.com/images/cache/600_by_314/uploads/institution-logos/university-of-amsterdam.png,https://s3-ap-southeast-2.amazonaws.com/bookhunter/catalog/product/9/7/9781292220314.jpg
603,Microeconomics Principles,University of Illinois at Urbana-Champaign,COURSE,4.9,Beginner,73k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://i.thenile.io/r1000/9781285165905.jpg?r=5f03c7bdcbca3
604,Microeconomics: The Power of Markets,University of Pennsylvania,COURSE,4.7,Mixed,34k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://www.coursya.com/wp-content/uploads/2023/01/microeconomics-the-power-of-markets.jpeg
605,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University,COURSE,4.8,Beginner,230k,,https://cdn.freebiesupply.com/logos/large/2x/mcmaster-university-logo-png-transparent.png,http://prodimage.images-bn.com/pimages/9781101982853_p0_v2_s1200x630.jpg
606,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,COURSE,4.7,Beginner,120k,,http://vrlearninglab.nl/wp-content/uploads/2016/11/Leiden_University_seal.svg_.png,
607,Model Thinking,University of Michigan,COURSE,4.8,Mixed,130k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://www.researchgate.net/profile/Paitoon_Pimdee/publication/332154735/figure/download/fig1/AS:750104973697025@1555850370111/Creative-thinking-learning-management-model-Source-The-authors-Figure1Creative.png
608,Modeling Risk and Realities,University of Pennsylvania,COURSE,4.6,Mixed,36k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://datafloq.com/wp-content/uploads/2022/08/modeling-risk-and-realities-img.png
609,Modern Art & Ideas,The Museum of Modern Art,COURSE,4.7,Beginner,310k,,https://www.hhhlibrary.org/sites/default/files/2020-09/moma.png,https://images.designtrends.com/wp-content/uploads/2016/03/09060832/Earthy-Abstract-Modern-Painting.jpg
610,Modern Big Data Analysis with SQL,Cloudera,SPECIALIZATION,4.8,Beginner,14k,,https://mma.prnewswire.com/media/565967/Cloudera_logo_blue_ID_4a9939806ece__large.jpg?p=facebook,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cloudera-big-data-analysis-sql/XDP~SPECIALIZATION!~cloudera-big-data-analysis-sql.jpeg
611,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,SPECIALIZATION,4.7,Intermediate,21k,,https://s3-us-west-2.amazonaws.com/asset.plexuss.com/college/logos/Northwestern_University.jpg,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505137180i/36221571._UY630_SR1200,630_.jpg"
612,Modernizing Data Lakes and Data Warehouses with GCP,Google Cloud,COURSE,4.7,Intermediate,9.1k,,https://logos-world.net/wp-content/uploads/2021/02/Google-Cloud-Emblem.png,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d7/ae085568e94de29ca34917dfbae02a/BD-and-ML-Fundamentals-v3.jpg?auto=format%2Ccompress&dpr=1&w=300&h=300&fit=crop
613,Moral Foundations of Politics,Yale University,COURSE,4.8,Mixed,100k,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,https://covers.openlibrary.org/b/id/8612371-L.jpg
614,More Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.9,Mixed,40k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://live.jeyaagency.com/uploads/19766.jpg
615,Mountains 101,University of Alberta,COURSE,4.9,Mixed,44k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Alberta_logo_black.png,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/04/8c32009e3911e6ba37ed555c76dc2c/Mountains101-logo-356-vertical-_1_.png?auto=format%2Ccompress&dpr=1&w=300&h=300&fit=crop
616,Municipal Solid Waste Management in Developing Countries,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,59k,,https://study-eu.s3.amazonaws.com/uploads/university/ecole-polytechnique-f-d-rale-de-lausanne-458-logo.png,https://www.perlego.com/books/RM_Books/taylor_and_francis_daksqju/9781498737753_500_750.jpg
